conversation_id,from_id,from_name,from_email,message_id,message,type,inserted_at,has_phone,phone_info,is_hidden,is_removed,like_count,page_id,customer_id
conv_365,user_336,Bob Garcia,CoJeA@gmail.com,msg_5608,Inquiry,INBOX,2023-10-28 07:34:00,False,['+3688100669'],False,False,41,page_55,837
conv_366,user_558,Jane Miller,RtHoF@yahoo.com,msg_772,Support request,INBOX,2023-10-29 15:20:00,False,[None],False,False,93,page_72,858
conv_367,user_940,Sophia Garcia,EOtVJ@gmail.com,msg_316,Feedback,COMMENT,2023-11-11 14:16:00,True,[None],True,False,97,page_58,666
conv_368,user_63,David Johnson,CKvOa@yahoo.com,msg_9050,Feedback,RATING,2023-05-29 13:34:00,False,[None],True,False,48,page_51,699
conv_369,user_166,Sophia Williams,VBurN@gmail.com,msg_8893,Support request,INBOX,2023-03-17 15:11:00,True,[None],False,False,17,page_21,781
conv_370,user_189,Emily Smith,vBMhL@outlook.com,msg_2774,Inquiry,INBOX,2023-01-05 03:09:00,False,[None],True,False,96,page_45,300
conv_371,user_159,Emily Garcia,UcDhi@yahoo.com,msg_5730,Support request,COMMENT,2023-07-04 23:19:00,True,[None],True,True,97,page_40,880
conv_372,user_821,Emily Williams,PXsDA@yahoo.com,msg_8060,Hello,INBOX,2023-03-08 03:27:00,False,['+7396752179'],True,False,40,page_1,45
conv_373,user_101,Emily Jones,GCGfs@outlook.com,msg_9130,Hello,RATING,2023-11-04 21:09:00,False,[None],False,False,1,page_58,169
conv_374,user_799,Charlie Jones,iysZh@yahoo.com,msg_5401,Hello,COMMENT,2023-05-25 08:33:00,False,['+2338965124'],False,False,0,page_28,947
conv_375,user_96,Jane Brown,mmKCO@gmail.com,msg_983,Support request,COMMENT,2023-11-29 17:07:00,True,[None],False,True,77,page_91,903
conv_376,user_194,Alice Smith,aFjEl@yahoo.com,msg_6402,Hello,COMMENT,2023-11-01 05:39:00,False,['+7652344478'],False,False,1,page_24,70
conv_377,user_238,David Smith,RkEoW@outlook.com,msg_3286,Hello,COMMENT,2023-02-16 14:28:00,True,[None],True,True,68,page_42,326
conv_378,user_779,Charlie Williams,wjIhm@gmail.com,msg_1840,Need help,COMMENT,2023-07-05 08:19:00,True,[None],True,False,98,page_83,240
conv_379,user_169,Emily Brown,clgTn@outlook.com,msg_5520,Inquiry,COMMENT,2023-07-06 15:36:00,True,[None],False,False,49,page_5,64
conv_380,user_563,John Johnson,gukTY@outlook.com,msg_3906,Feedback,COMMENT,2023-05-23 09:49:00,True,[None],False,False,2,page_5,847
conv_381,user_933,Alice Jones,OiPJe@gmail.com,msg_6844,Support request,INBOX,2023-11-04 09:00:00,True,['+1867228331'],False,False,99,page_24,395
conv_382,user_549,David Williams,hlYbI@gmail.com,msg_575,Hello,INBOX,2023-02-22 12:29:00,False,['+8473689119'],True,False,43,page_16,392
conv_383,user_333,John Miller,SevOV@yahoo.com,msg_4042,Feedback,INBOX,2023-04-06 04:14:00,True,['+9262999376'],False,True,71,page_62,141
conv_384,user_674,David Johnson,BXPfL@yahoo.com,msg_758,Feedback,INBOX,2023-10-21 05:15:00,False,[None],False,True,7,page_90,442
conv_385,user_832,Sophia Smith,rxCDL@outlook.com,msg_8250,Need help,RATING,2023-09-17 00:05:00,False,[None],True,False,68,page_97,398
conv_386,user_602,David Johnson,jCPOj@yahoo.com,msg_7526,Need help,INBOX,2023-07-28 04:31:00,True,[None],True,False,85,page_27,64
conv_387,user_45,Charlie Miller,WMAbS@yahoo.com,msg_3751,Support request,INBOX,2023-11-06 10:59:00,False,['+3071286491'],True,True,71,page_52,271
conv_388,user_296,Charlie Brown,XhvIK@gmail.com,msg_3106,Need help,RATING,2023-11-06 04:16:00,True,[None],True,False,78,page_5,356
conv_389,user_399,Charlie Jones,hFfDv@outlook.com,msg_6994,Need help,COMMENT,2023-02-01 22:57:00,True,['+2620950798'],True,True,14,page_79,894
conv_390,user_316,Jane Williams,oQseO@outlook.com,msg_3757,Hello,RATING,2023-09-25 18:28:00,False,['+3236565714'],True,True,47,page_27,431
conv_391,user_207,Sophia Miller,CNIby@yahoo.com,msg_4064,Feedback,COMMENT,2023-06-28 14:15:00,True,[None],False,True,69,page_57,898
conv_392,user_938,Sophia Miller,wPBFJ@gmail.com,msg_5502,Need help,COMMENT,2023-10-10 17:21:00,True,[None],False,True,45,page_94,583
conv_393,user_135,Charlie Davis,SqLiJ@gmail.com,msg_231,Hello,COMMENT,2023-02-08 07:52:00,False,[None],False,True,75,page_26,189
conv_394,user_19,John Jones,YOIQV@outlook.com,msg_8798,Inquiry,INBOX,2023-02-18 03:50:00,False,['+4953416044'],False,False,31,page_10,732
conv_395,user_991,Charlie Jones,DFLwF@outlook.com,msg_1998,Inquiry,RATING,2023-05-12 12:26:00,True,['+7416930364'],False,True,42,page_35,297
conv_396,user_985,Sophia Miller,cbjBw@gmail.com,msg_4655,Hello,RATING,2023-04-14 08:16:00,False,['+9129666307'],False,False,3,page_18,847
conv_397,user_691,John Johnson,qwxpF@gmail.com,msg_6969,Need help,COMMENT,2023-07-09 11:01:00,True,['+4679962380'],False,False,28,page_94,277
conv_398,user_710,David Miller,DsakZ@yahoo.com,msg_6478,Need help,COMMENT,2023-09-21 11:39:00,False,[None],False,True,80,page_41,949
conv_399,user_846,David Garcia,merzs@gmail.com,msg_5633,Support request,INBOX,2023-06-08 11:09:00,True,[None],True,False,13,page_16,177
conv_400,user_196,Charlie Johnson,XkRyr@yahoo.com,msg_5258,Need help,INBOX,2023-03-25 17:35:00,True,[None],True,True,89,page_33,607
conv_401,user_952,Jane Johnson,xTABB@gmail.com,msg_4264,Feedback,INBOX,2023-10-10 11:57:00,True,[None],True,False,54,page_42,821
conv_402,user_977,Charlie Williams,pGSvG@gmail.com,msg_370,Inquiry,INBOX,2023-02-01 14:21:00,True,[None],False,True,75,page_23,754
conv_403,user_214,Sophia Jones,XmxsU@gmail.com,msg_8248,Feedback,RATING,2023-12-09 07:46:00,True,[None],False,True,81,page_56,247
conv_404,user_111,John Miller,CfxsS@yahoo.com,msg_1832,Support request,COMMENT,2023-03-04 05:12:00,True,['+7194182403'],True,False,38,page_73,911
conv_405,user_540,Emily Jones,JVByq@yahoo.com,msg_4574,Need help,COMMENT,2023-12-04 09:57:00,False,[None],True,False,53,page_20,382
conv_406,user_548,Sophia Johnson,EPQmV@gmail.com,msg_6166,Need help,INBOX,2023-03-07 17:50:00,True,[None],True,False,17,page_81,403
conv_407,user_635,David Smith,NrRQx@gmail.com,msg_7048,Support request,COMMENT,2023-03-18 12:02:00,True,[None],True,False,75,page_62,119
conv_408,user_391,John Davis,nkZvh@gmail.com,msg_3416,Need help,INBOX,2023-06-06 10:01:00,False,['+5424522430'],True,True,90,page_99,710
conv_409,user_849,Jane Davis,PMEUZ@yahoo.com,msg_3881,Hello,RATING,2023-01-13 14:05:00,True,['+8992372860'],False,False,2,page_79,764
conv_410,user_431,Bob Smith,FWPhC@gmail.com,msg_2081,Support request,COMMENT,2023-10-03 10:57:00,True,['+2298952205'],True,True,16,page_14,722
conv_411,user_428,Jane Brown,kaskL@outlook.com,msg_1766,Support request,RATING,2023-11-15 05:04:00,False,[None],False,True,3,page_54,447
conv_412,user_491,Bob Williams,dtdNs@yahoo.com,msg_7754,Need help,COMMENT,2023-11-06 00:25:00,False,[None],False,False,70,page_91,357
conv_413,user_139,Sophia Williams,Luodq@gmail.com,msg_622,Inquiry,RATING,2023-03-11 02:47:00,True,['+2766182568'],False,False,91,page_1,572
conv_414,user_712,John Miller,hktNO@yahoo.com,msg_1617,Hello,COMMENT,2023-02-16 12:43:00,False,['+8505941406'],True,True,23,page_20,938
conv_415,user_715,John Jones,Oyhfb@yahoo.com,msg_3514,Inquiry,INBOX,2023-11-16 15:17:00,False,['+7610264165'],True,True,91,page_54,665
conv_416,user_140,John Williams,LZiEv@outlook.com,msg_1307,Feedback,INBOX,2023-05-04 02:43:00,False,['+9670085970'],False,False,64,page_96,795
conv_417,user_949,John Williams,kVRhO@gmail.com,msg_9698,Need help,INBOX,2023-11-20 20:51:00,False,['+6524185945'],False,True,33,page_82,195
conv_418,user_598,Sophia Johnson,DRSQO@gmail.com,msg_2053,Support request,RATING,2023-10-24 05:02:00,True,['+6856415596'],True,False,12,page_54,319
conv_419,user_161,Sophia Jones,PxuuV@yahoo.com,msg_7209,Need help,RATING,2023-06-14 02:59:00,False,[None],True,False,93,page_27,122
conv_420,user_299,Emily Garcia,CkANM@gmail.com,msg_8858,Feedback,COMMENT,2023-06-14 22:45:00,True,['+7620164117'],True,False,90,page_39,991
conv_421,user_819,Jane Brown,ncjob@outlook.com,msg_630,Support request,COMMENT,2023-09-19 06:06:00,False,['+7854252371'],True,True,0,page_64,913
conv_422,user_386,Charlie Miller,gVTbU@gmail.com,msg_6087,Feedback,INBOX,2023-10-15 17:41:00,True,[None],False,False,96,page_80,727
conv_423,user_608,Bob Garcia,gEXgT@gmail.com,msg_817,Inquiry,RATING,2023-07-16 03:44:00,False,['+4941239944'],False,True,94,page_85,345
conv_424,user_783,Emily Davis,fgnWs@yahoo.com,msg_8835,Inquiry,INBOX,2023-06-14 09:11:00,True,['+7950616008'],False,True,24,page_3,893
conv_425,user_692,Jane Williams,ioZMT@yahoo.com,msg_9034,Hello,RATING,2023-01-03 12:52:00,True,['+7875768601'],True,False,87,page_72,761
conv_426,user_958,Emily Brown,YIegw@yahoo.com,msg_5286,Support request,COMMENT,2023-01-06 13:27:00,True,[None],False,True,8,page_34,975
conv_427,user_522,Jane Johnson,IjppX@yahoo.com,msg_8757,Inquiry,COMMENT,2023-11-30 15:56:00,True,['+7468968441'],True,False,85,page_63,843
conv_428,user_872,Bob Brown,YGhbI@yahoo.com,msg_9929,Support request,INBOX,2023-09-26 17:47:00,False,[None],False,True,98,page_26,35
conv_429,user_229,Emily Smith,QrJxO@gmail.com,msg_4013,Support request,INBOX,2023-01-24 15:10:00,True,[None],True,False,51,page_1,2
conv_430,user_875,David Smith,YRcWp@yahoo.com,msg_8182,Feedback,INBOX,2023-10-30 05:15:00,False,['+2368907921'],True,False,27,page_20,955
conv_431,user_602,John Johnson,SONkl@gmail.com,msg_6946,Feedback,COMMENT,2023-03-24 06:49:00,True,['+9827386671'],True,True,56,page_39,980
conv_432,user_569,Emily Garcia,wXpMY@gmail.com,msg_5699,Hello,RATING,2023-08-24 18:36:00,False,[None],False,True,64,page_91,516
conv_433,user_208,Alice Miller,Vbdna@gmail.com,msg_6331,Feedback,RATING,2023-05-27 16:01:00,False,['+2171498999'],False,True,16,page_69,806
conv_434,user_682,Alice Jones,YMYNd@gmail.com,msg_8066,Support request,INBOX,2023-02-24 03:57:00,False,[None],True,True,87,page_54,600
conv_435,user_967,Bob Davis,nwMkw@outlook.com,msg_1999,Need help,INBOX,2023-04-05 08:51:00,True,['+5435639431'],True,False,60,page_8,468
conv_436,user_287,Jane Williams,ldbAG@outlook.com,msg_778,Need help,COMMENT,2023-09-17 14:04:00,True,[None],False,False,71,page_97,877
conv_437,user_771,Alice Garcia,ztskU@gmail.com,msg_7930,Need help,RATING,2023-07-05 10:24:00,False,[None],True,True,78,page_96,885
conv_438,user_664,Charlie Jones,ysjUl@gmail.com,msg_1393,Inquiry,COMMENT,2023-05-05 16:42:00,False,['+3941374825'],True,False,14,page_14,158
conv_439,user_623,Bob Johnson,ayHCp@gmail.com,msg_1723,Need help,RATING,2023-12-18 22:42:00,False,['+2536437981'],True,True,14,page_18,195
conv_440,user_120,Jane Brown,pJUYe@gmail.com,msg_3922,Feedback,COMMENT,2023-01-16 02:51:00,True,[None],True,True,41,page_77,446
conv_441,user_890,Jane Williams,VsibD@yahoo.com,msg_3657,Feedback,RATING,2023-06-13 23:04:00,True,[None],False,False,8,page_70,407
conv_442,user_51,Alice Brown,FMHBi@gmail.com,msg_4887,Hello,RATING,2023-08-02 12:31:00,False,['+6639085881'],True,False,91,page_79,597
conv_443,user_819,Bob Davis,rvEFz@outlook.com,msg_5806,Support request,RATING,2023-04-24 23:42:00,True,[None],False,False,14,page_46,297
conv_444,user_514,Charlie Johnson,KTRoH@yahoo.com,msg_1795,Hello,COMMENT,2023-02-27 13:33:00,True,[None],True,True,96,page_93,79
conv_445,user_453,Charlie Brown,RxmZw@outlook.com,msg_8091,Feedback,INBOX,2023-03-23 03:06:00,False,['+9688735009'],True,True,13,page_100,769
conv_446,user_149,Sophia Williams,Kksrg@gmail.com,msg_4980,Need help,COMMENT,2023-11-16 09:41:00,True,[None],True,True,100,page_17,187
conv_447,user_906,Jane Miller,JLDAY@outlook.com,msg_7207,Feedback,INBOX,2023-02-12 19:58:00,True,[None],False,False,64,page_4,451
conv_448,user_110,Charlie Johnson,qPzRM@yahoo.com,msg_9769,Inquiry,RATING,2023-03-27 16:05:00,True,['+1112248707'],True,False,48,page_36,179
conv_449,user_880,Emily Williams,EEnmd@gmail.com,msg_3822,Need help,COMMENT,2023-12-17 22:47:00,True,['+4316642981'],True,True,52,page_46,515
conv_450,user_118,John Williams,nEeXJ@yahoo.com,msg_9746,Hello,RATING,2023-12-02 16:12:00,False,[None],False,False,72,page_56,271
conv_451,user_237,David Miller,YEUiY@gmail.com,msg_9194,Need help,RATING,2023-11-01 19:40:00,False,[None],False,True,34,page_62,534
conv_452,user_953,Alice Jones,vMLOP@gmail.com,msg_9241,Support request,COMMENT,2023-07-16 00:01:00,False,['+8212127355'],False,True,78,page_3,450
conv_453,user_603,David Brown,HACYC@yahoo.com,msg_1841,Support request,COMMENT,2023-05-31 09:39:00,False,['+1740452258'],False,True,58,page_23,73
conv_454,user_561,Sophia Williams,oDJQA@yahoo.com,msg_8641,Need help,INBOX,2023-12-27 14:45:00,False,[None],False,False,85,page_49,475
conv_455,user_834,Charlie Smith,MTNcP@yahoo.com,msg_7528,Inquiry,RATING,2023-03-08 03:06:00,False,[None],False,False,60,page_81,909
conv_456,user_327,John Williams,KPukJ@yahoo.com,msg_6224,Hello,INBOX,2023-01-07 15:11:00,True,[None],True,True,0,page_27,111
conv_457,user_107,Emily Jones,BrfQc@gmail.com,msg_8055,Inquiry,RATING,2023-07-02 14:00:00,False,['+2843954132'],False,True,23,page_10,17
conv_458,user_326,David Williams,HZWhv@gmail.com,msg_475,Need help,RATING,2023-08-06 05:06:00,True,[None],False,False,26,page_29,752
conv_459,user_274,Charlie Brown,HfFwh@outlook.com,msg_1081,Need help,INBOX,2023-01-26 09:20:00,True,[None],False,True,66,page_55,441
conv_460,user_811,Bob Jones,nForu@outlook.com,msg_638,Need help,COMMENT,2023-04-17 12:55:00,False,['+2208427343'],False,True,63,page_35,530
conv_461,user_589,Charlie Williams,WtMca@yahoo.com,msg_6714,Need help,INBOX,2023-04-17 19:41:00,False,['+3859531561'],False,True,82,page_33,328
conv_462,user_760,Bob Smith,VoXSL@yahoo.com,msg_2847,Feedback,COMMENT,2023-06-10 21:09:00,True,['+2657569005'],True,True,76,page_10,70
conv_463,user_460,Bob Williams,grqXb@outlook.com,msg_7229,Hello,INBOX,2023-05-29 13:34:00,True,[None],True,True,10,page_26,389
conv_464,user_49,Sophia Jones,ZkjVL@outlook.com,msg_2308,Hello,COMMENT,2023-09-04 12:21:00,False,[None],True,True,29,page_96,352
conv_465,user_717,Bob Smith,YBpvf@outlook.com,msg_7750,Feedback,INBOX,2023-05-23 11:46:00,False,[None],True,False,35,page_48,901
conv_466,user_824,David Miller,ncRGQ@yahoo.com,msg_6834,Feedback,INBOX,2023-05-02 00:50:00,True,['+3612930033'],True,True,100,page_26,9
conv_467,user_530,Sophia Garcia,lHqwi@yahoo.com,msg_5087,Support request,COMMENT,2023-09-12 00:28:00,False,[None],True,False,15,page_79,898
conv_468,user_910,John Smith,Kcosr@yahoo.com,msg_3992,Feedback,INBOX,2023-05-10 09:38:00,True,['+5600822685'],True,False,96,page_92,829
conv_469,user_585,Sophia Davis,oaSYG@outlook.com,msg_4398,Feedback,COMMENT,2023-10-21 06:09:00,False,[None],False,False,10,page_25,773
conv_470,user_860,Charlie Garcia,qIMZi@yahoo.com,msg_8307,Feedback,RATING,2023-06-21 03:27:00,True,[None],True,True,90,page_93,553
conv_471,user_599,Charlie Garcia,zgHkY@outlook.com,msg_9308,Feedback,INBOX,2023-02-23 13:16:00,False,['+2828219390'],True,True,94,page_13,998
conv_472,user_725,Jane Johnson,VyAFP@gmail.com,msg_3285,Feedback,COMMENT,2023-03-10 13:24:00,False,[None],True,False,19,page_44,786
conv_473,user_557,Charlie Johnson,SaDbc@yahoo.com,msg_7067,Support request,COMMENT,2023-01-04 06:02:00,True,[None],False,True,31,page_65,438
conv_474,user_973,Charlie Brown,FltLv@gmail.com,msg_3851,Inquiry,INBOX,2023-06-01 02:41:00,True,[None],True,True,58,page_73,268
conv_475,user_349,Bob Williams,ykaDS@yahoo.com,msg_2551,Support request,COMMENT,2023-05-14 19:59:00,True,['+7150810789'],True,True,90,page_90,557
conv_476,user_20,David Smith,ljQOJ@yahoo.com,msg_3572,Feedback,COMMENT,2023-12-12 22:21:00,True,['+7649712761'],False,True,4,page_52,5
conv_477,user_108,Alice Johnson,LUPxe@gmail.com,msg_1157,Inquiry,INBOX,2023-01-03 22:54:00,False,[None],False,False,46,page_91,841
conv_478,user_115,Alice Johnson,eDbky@outlook.com,msg_4537,Hello,RATING,2023-01-29 22:39:00,True,['+6041558320'],False,True,1,page_60,732
conv_479,user_779,Charlie Williams,iiXKB@gmail.com,msg_6088,Need help,RATING,2023-04-27 02:31:00,True,[None],True,False,44,page_42,442
conv_480,user_623,Bob Smith,wpVQQ@yahoo.com,msg_5866,Inquiry,RATING,2023-07-26 16:17:00,True,['+3741852596'],True,True,66,page_36,437
conv_481,user_860,David Williams,CTsQI@gmail.com,msg_2957,Inquiry,COMMENT,2023-07-22 14:38:00,False,['+5406802331'],False,False,56,page_65,804
conv_482,user_982,Charlie Brown,pENcD@outlook.com,msg_2797,Support request,INBOX,2023-08-20 04:29:00,True,['+4465694830'],True,True,81,page_83,97
conv_483,user_688,John Jones,MVcbQ@outlook.com,msg_8800,Hello,RATING,2023-05-28 20:16:00,True,['+6524404417'],False,True,47,page_22,527
conv_484,user_953,John Davis,VZCca@outlook.com,msg_6816,Inquiry,INBOX,2023-01-17 20:12:00,True,[None],False,False,23,page_84,631
conv_485,user_683,Emily Johnson,YDjTu@outlook.com,msg_362,Feedback,RATING,2023-11-15 05:59:00,True,[None],False,True,63,page_38,848
conv_486,user_588,David Brown,fpypK@yahoo.com,msg_3590,Feedback,RATING,2023-07-07 07:52:00,False,[None],False,False,71,page_9,171
conv_487,user_116,Jane Davis,upion@gmail.com,msg_8879,Need help,INBOX,2023-11-23 07:50:00,False,['+5900168976'],False,False,67,page_19,963
conv_488,user_884,John Johnson,LMeht@outlook.com,msg_5679,Need help,RATING,2023-08-08 17:54:00,True,[None],True,False,10,page_93,528
conv_489,user_702,Charlie Davis,dPFKK@outlook.com,msg_9830,Feedback,COMMENT,2023-12-09 17:31:00,False,[None],False,True,63,page_24,224
conv_490,user_188,Bob Johnson,hwjAx@outlook.com,msg_7308,Hello,COMMENT,2023-06-19 16:02:00,False,[None],False,False,49,page_93,139
conv_491,user_902,Sophia Williams,pnUjm@yahoo.com,msg_4261,Support request,COMMENT,2023-06-26 08:21:00,False,['+7569552729'],True,True,7,page_5,76
conv_492,user_167,John Miller,FFoSM@outlook.com,msg_7034,Support request,INBOX,2023-10-09 20:02:00,False,['+1157014702'],True,False,65,page_82,64
conv_493,user_785,Emily Smith,ddZTn@outlook.com,msg_3067,Inquiry,INBOX,2023-03-29 13:19:00,True,[None],False,True,94,page_45,479
conv_494,user_966,Emily Miller,fAWiM@gmail.com,msg_4142,Hello,RATING,2023-12-06 20:12:00,True,['+4735095386'],True,False,37,page_62,377
conv_495,user_397,Charlie Garcia,FedMf@yahoo.com,msg_2818,Feedback,RATING,2023-12-02 09:35:00,True,[None],False,True,94,page_96,857
conv_496,user_424,Charlie Brown,yOvdH@gmail.com,msg_8748,Need help,INBOX,2023-03-25 11:52:00,False,['+6080000628'],True,True,92,page_10,211
conv_497,user_393,Jane Jones,TfEGj@outlook.com,msg_5777,Inquiry,COMMENT,2023-04-24 03:03:00,True,[None],False,True,75,page_93,830
conv_498,user_446,Emily Johnson,TssMd@outlook.com,msg_4639,Hello,INBOX,2023-12-09 09:49:00,False,['+6262619106'],True,False,18,page_98,397
conv_499,user_100,Emily Williams,wQdWp@outlook.com,msg_498,Hello,INBOX,2023-02-13 18:45:00,False,['+1100697542'],False,False,55,page_38,21
conv_500,user_785,John Miller,EyEOG@yahoo.com,msg_432,Need help,RATING,2023-01-22 12:42:00,True,['+7098047449'],True,True,93,page_71,206
conv_501,user_421,Jane Garcia,OcDTw@gmail.com,msg_6423,Support request,RATING,2023-10-23 05:49:00,True,[None],False,True,25,page_8,23
conv_502,user_110,Emily Smith,jvwEa@gmail.com,msg_8291,Need help,RATING,2023-07-19 20:22:00,False,['+6194019742'],True,False,59,page_97,383
conv_503,user_110,Charlie Brown,zlIox@gmail.com,msg_6572,Inquiry,RATING,2023-05-20 19:30:00,True,['+2352748031'],True,True,9,page_78,224
conv_504,user_588,Sophia Jones,OmPGx@outlook.com,msg_6262,Hello,COMMENT,2023-10-06 15:36:00,True,[None],False,True,80,page_2,626
conv_505,user_218,David Smith,XCsjF@outlook.com,msg_1369,Feedback,COMMENT,2023-11-23 23:52:00,False,['+7759604466'],False,False,80,page_95,299
conv_506,user_319,Alice Williams,vniFU@outlook.com,msg_8598,Hello,COMMENT,2023-02-19 05:10:00,False,[None],True,False,36,page_79,176
conv_507,user_184,Alice Williams,RTHVf@outlook.com,msg_4718,Inquiry,RATING,2023-09-18 18:12:00,False,[None],False,False,57,page_58,63
conv_508,user_453,Sophia Brown,lQupP@outlook.com,msg_8208,Need help,COMMENT,2023-02-12 23:35:00,False,[None],False,False,68,page_29,309
conv_509,user_895,Sophia Williams,wRLoe@gmail.com,msg_6379,Feedback,COMMENT,2023-05-27 11:55:00,True,['+1363776552'],True,False,1,page_16,570
conv_510,user_321,Alice Johnson,kIHkh@gmail.com,msg_3765,Need help,RATING,2023-10-27 06:59:00,False,['+7048969887'],True,False,85,page_80,212
conv_511,user_413,Alice Miller,XoFFP@gmail.com,msg_4254,Inquiry,INBOX,2023-02-25 18:18:00,False,['+7245259478'],False,False,43,page_38,664
conv_512,user_671,Jane Garcia,aXvPG@gmail.com,msg_9516,Need help,COMMENT,2023-07-12 06:48:00,False,['+6664968572'],False,True,6,page_69,417
conv_513,user_780,Jane Brown,YPUtk@gmail.com,msg_3362,Hello,COMMENT,2023-04-17 00:44:00,False,[None],False,True,19,page_94,619
conv_514,user_579,Jane Brown,lLsIm@outlook.com,msg_9018,Feedback,INBOX,2023-01-27 12:22:00,False,['+2722245996'],True,True,32,page_73,161
conv_515,user_705,Bob Davis,TGIBB@outlook.com,msg_9246,Need help,RATING,2023-03-01 09:59:00,False,[None],True,False,48,page_52,441
conv_516,user_604,Charlie Brown,IjhKW@yahoo.com,msg_5624,Need help,INBOX,2023-06-07 16:28:00,True,['+7309529102'],True,False,78,page_64,220
conv_517,user_41,Jane Williams,FXmPK@gmail.com,msg_8536,Feedback,COMMENT,2023-02-16 17:31:00,True,['+7707724137'],True,True,47,page_86,465
conv_518,user_535,Sophia Davis,EfpRc@outlook.com,msg_5210,Inquiry,COMMENT,2023-11-03 20:17:00,False,['+1256071019'],True,False,54,page_28,28
conv_519,user_559,Emily Miller,VKEMs@yahoo.com,msg_2622,Need help,INBOX,2023-02-26 01:48:00,False,['+2586607008'],True,False,44,page_71,22
conv_520,user_909,Bob Garcia,ltjWb@outlook.com,msg_4447,Feedback,INBOX,2023-12-23 22:26:00,True,['+7359018879'],True,True,90,page_58,35
conv_521,user_626,John Johnson,yMOLM@yahoo.com,msg_8109,Inquiry,RATING,2023-08-17 08:58:00,False,['+5802219670'],True,True,87,page_92,38
conv_522,user_4,David Davis,mGwLg@yahoo.com,msg_8593,Need help,RATING,2023-08-04 05:07:00,True,[None],True,True,15,page_84,486
conv_523,user_223,Sophia Johnson,eJobO@yahoo.com,msg_3770,Inquiry,COMMENT,2023-01-14 17:02:00,False,[None],True,True,82,page_80,747
conv_524,user_170,John Davis,KlRbX@yahoo.com,msg_1412,Feedback,INBOX,2023-05-06 13:50:00,True,['+8433311897'],False,True,96,page_2,909
conv_525,user_936,David Smith,zWoSU@yahoo.com,msg_8322,Inquiry,INBOX,2023-08-28 20:55:00,False,[None],False,False,39,page_11,335
conv_526,user_291,John Davis,QEycn@gmail.com,msg_8349,Feedback,RATING,2023-05-11 10:32:00,False,['+2224399689'],True,True,93,page_19,433
conv_527,user_728,Sophia Jones,XnAzG@outlook.com,msg_1385,Feedback,INBOX,2023-09-07 16:04:00,False,['+9598511303'],False,False,5,page_82,42
conv_528,user_27,Sophia Davis,YnHJI@yahoo.com,msg_3326,Feedback,INBOX,2023-07-01 11:31:00,False,['+3005578006'],True,True,23,page_97,592
conv_529,user_654,Charlie Davis,bqzQi@outlook.com,msg_9999,Support request,COMMENT,2023-11-11 10:30:00,False,[None],True,True,9,page_74,957
conv_530,user_355,Emily Brown,alTLj@outlook.com,msg_2672,Need help,RATING,2023-08-21 17:12:00,False,[None],True,False,100,page_30,950
conv_531,user_465,Bob Smith,PHmXp@outlook.com,msg_7727,Inquiry,COMMENT,2023-02-10 22:51:00,True,[None],False,True,70,page_39,394
conv_532,user_508,Emily Johnson,cQwGY@yahoo.com,msg_9886,Feedback,RATING,2023-02-03 12:00:00,False,[None],False,True,40,page_32,23
conv_533,user_160,Emily Smith,tOAkM@yahoo.com,msg_1890,Hello,COMMENT,2023-05-29 02:32:00,True,[None],True,False,69,page_80,106
conv_534,user_57,Emily Davis,TGuGz@gmail.com,msg_7794,Support request,RATING,2023-08-19 11:20:00,False,[None],True,True,95,page_4,173
conv_535,user_352,Jane Miller,jAmnX@yahoo.com,msg_632,Inquiry,INBOX,2023-03-31 14:38:00,False,[None],True,True,51,page_52,885
conv_536,user_485,Jane Jones,TjkkC@gmail.com,msg_7962,Need help,RATING,2023-03-10 10:36:00,False,['+9818524092'],True,True,59,page_19,703
conv_537,user_662,Bob Garcia,YSiLp@gmail.com,msg_4584,Hello,COMMENT,2023-12-21 01:32:00,False,['+1161398054'],True,True,6,page_54,682
conv_538,user_832,Charlie Johnson,JLYKD@outlook.com,msg_6156,Inquiry,RATING,2023-11-04 12:57:00,False,['+8514086478'],False,True,89,page_71,429
conv_539,user_495,Alice Johnson,whSTr@yahoo.com,msg_3341,Need help,COMMENT,2023-09-03 23:38:00,True,['+6800829453'],True,True,44,page_39,358
conv_540,user_642,Bob Smith,vQmGH@gmail.com,msg_2343,Inquiry,RATING,2023-01-17 01:59:00,True,[None],False,False,79,page_69,468
conv_541,user_535,John Brown,wFEdV@gmail.com,msg_4109,Inquiry,COMMENT,2023-06-08 14:33:00,True,['+4642346927'],True,False,1,page_80,90
conv_542,user_829,Alice Smith,vlhYU@gmail.com,msg_7048,Inquiry,RATING,2023-10-01 05:02:00,False,['+1798073856'],False,False,23,page_3,967
conv_543,user_780,Emily Smith,JzItZ@yahoo.com,msg_8848,Hello,COMMENT,2023-02-20 09:16:00,False,['+1761902449'],False,True,76,page_86,729
conv_544,user_962,Bob Johnson,khTRy@gmail.com,msg_7906,Support request,INBOX,2023-04-26 09:59:00,False,[None],False,True,4,page_43,300
conv_545,user_61,Jane Miller,WlzJk@yahoo.com,msg_9595,Support request,INBOX,2023-08-18 19:19:00,False,['+9039395388'],False,False,72,page_10,480
conv_546,user_253,John Smith,NXqLP@outlook.com,msg_7512,Need help,RATING,2023-07-13 07:06:00,False,[None],False,False,84,page_32,19
